Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,TYPE
-0.050941,-0.058654,-0.099955,0.164346,0.047757,-0.133202,-0.117233,-0.069096,0
-0.012354,0.062895,-0.032378,-0.000839,0.068405,0.024569,0.101165,-0.015328,0
0.021976,0.012797,-0.035374,0.051528,-0.003331,0.030597,0.061229,0.026326,0
-0.031326,-0.072101,0.001731,0.019082,-0.004851,-0.001627,-0.067761,-0.005239,0
-0.075119,0.07493,-0.029537,0.037542,-0.033626,0.039289,0.031421,-0.02957,0
-0.016669,-0.01132,-0.028607,0.001378,0.012119,-0.058031,-0.044706,0.010535,0
-0.036828,-0.009804,-0.060649,-0.004564,0.053646,0.016656,0.000078,0.000618,0
0.032502,-0.045275,-0.009953,0.028937,-0.016258,-0.029307,-0.010722,-0.010883,0
0.01626,-0.042516,-0.028967,-0.013478,-0.015727,-0.015145,-0.035664,0.016638,0
0.131851,0.00682,-0.048441,-0.081156,-0.042121,-0.079965,-0.023282,-0.019472,0
0.038234,0.004463,-0.041198,-0.041628,0.010902,0.004677,-0.008776,0.013419,0
-0.012583,-0.018535,-0.057989,0.006656,0.033633,-0.043252,-0.038737,-0.015252,0
0.003686,-0.076303,0.02408,0.063682,-0.171916,0.04167,0.041435,-0.271835,0
0.002175,-0.028553,0.001838,0.009275,-0.048828,0.064012,0.036897,0.033065,0
0.012523,-0.03493,-0.044679,-0.030365,-0.049203,-0.003565,-0.038731,0.020411,0
-0.005951,-0.069631,-0.041652,-0.029598,0.007134,0.059396,-0.086788,0.033436,0
0.015003,-0.011185,-0.037011,-0.020709,0.037913,-0.03181,-0.038785,-0.020112,0
0.04905,-0.036283,-0.066424,0.006482,-0.010323,-0.061835,0.005836,-0.024691,0
0.004002,-0.042659,-0.048956,0.050738,0.149587,0.002797,0.012598,-0.06081,0
-0.036411,0.009639,-0.008227,0.008903,-0.007094,-0.032675,0.004416,0.014033,1
-0.027085,-0.004252,-0.012334,0.007407,-0.014361,-0.027176,0.007244,0.040044,1
-0.03502,0.027575,0.069885,0.010283,0.03124,-0.032777,0.007703,-0.011928,1
-0.053748,-0.027686,-0.052558,0.047234,-0.029866,-0.04687,-0.023793,0.010211,0
0.071844,0.010503,-0.059612,-0.014321,0.1628,-0.022307,0.103823,-0.07654,0
0.034102,-0.117223,-0.064621,0.090798,0.175918,-0.075678,-0.024709,-0.036276,0
-0.029512,-0.049294,-0.050041,0.108362,-0.025021,-0.043276,-0.056822,-0.04318,0
-0.011448,-0.023722,-0.073891,-0.050582,-0.010101,-0.013,-0.080101,0.016564,0
0.015444,0.040716,-0.020908,0.012913,-0.047363,0.018126,0.013099,-0.056431,0
-0.063856,-0.086688,-0.080976,-0.026153,0.065778,0.041762,-0.159774,0.008696,0
-0.061893,0.016604,-0.029599,0.025815,-0.026307,-0.001957,0.009416,-0.040554,0
0.025986,-0.028336,-0.062358,0.033629,0.00058,0.029031,-0.054209,-0.000514,0
-0.081802,-0.057295,-0.032173,-0.0017,0.08923,-0.006648,-0.171412,-0.005824,0
0.056318,-0.033244,-0.040208,0.02096,-0.020868,-0.001624,0.023581,0.003097,0
-0.004444,-0.059598,-0.039121,0.034996,0.058048,0.082686,0.048665,0.045473,0
0.008406,-0.007702,-0.070055,-0.009286,0.013664,-0.052141,0.012673,0.013747,0
-0.006225,-0.020267,-0.046301,-0.003292,-0.00014,0.015357,-0.00155,0.016492,0
-0.05002,-0.025861,-0.034712,-0.037386,-0.000439,0.034952,-0.08666,0.006287,0
0.009301,0.007592,0.032986,-0.010117,-0.030827,-0.002302,0.058615,-0.005919,1
0.064596,-0.045716,0.093965,0.106093,-0.127344,0.062527,0.049947,-0.068031,0
-0.04257,-0.041625,-0.021364,0.001687,0.014153,0.031368,-0.045186,0.070616,0
0.015988,-0.007651,-0.017481,-0.032407,0.018317,0.003192,-0.021882,0.042435,0
0.04632,0.021031,-0.014782,-0.083575,0.007309,-0.036488,-0.082188,-0.014664,0
-0.096496,-0.086436,-0.05413,0.029912,-0.004206,0.076923,-0.140448,-0.130332,0
-0.006499,-0.047216,-0.02901,0.007446,0.03134,-0.016665,-0.042978,0.03217,0
-0.018557,-0.026785,-0.030189,-0.029398,0.026474,0.020127,-0.060335,0.067508,0
-0.03681,-0.012346,-0.043921,0.052513,0.007022,0.006437,0.040055,0.001114,0
-0.016231,0.030275,0.084672,-0.027313,0.07068,0.008767,-0.024597,0.015178,1
0.014103,0.000105,-0.029924,-0.023769,0.000759,-0.037687,-0.028703,0.022063,0
-0.022649,0.013578,0.001379,-0.001869,0.006242,-0.04127,-0.014858,0.016853,1
0.030804,-0.000417,-0.015099,-0.045274,-0.014417,0.001391,-0.017808,0.018742,1
0.009007,-0.028017,0.048969,0.012378,-0.000128,0.029972,0.002762,0.019131,1
-0.016225,0.026162,-0.012148,-0.027291,-0.01374,-0.021477,0.003398,0.018184,1
-0.01852,-0.011418,0.031747,0.015111,0.014586,0.014163,0.008884,0.056827,1
0.032821,0.037587,-0.034995,0.05028,-0.06624,-0.009246,0.015608,0.008362,0
0.019322,-0.00455,-0.036916,-0.035999,0.017286,0.001586,-0.013308,0.025494,0
-0.007352,-0.015568,0.042323,0.015663,0.009772,0.009105,0.004632,0.027136,1
0.053783,-0.008812,-0.063509,0.050807,0.089818,-0.069457,0.052245,-0.041332,0
0.039356,-0.023934,-0.034514,-0.005277,-0.007488,-0.024689,-0.007091,0.015352,0
-0.004581,-0.015717,0.03555,0.026494,-0.012404,0.018266,0.022566,0.023816,1
-0.045544,0.045525,0.072267,-0.005358,0.06731,-0.027044,-0.011649,0.016826,1
-0.012302,0.00043,0.07854,0.037643,0.001081,-0.023452,0.013774,-0.033768,1
0.008425,-0.007145,0.09805,-0.026239,0.040924,0.025505,-0.020948,-0.04782,1
0.021331,-0.063017,-0.009981,0.034388,-0.03788,-0.012792,-0.02153,-0.049451,0
-0.015639,0.024996,0.07896,-0.005799,0.017141,-0.040611,-0.003804,-0.077418,1
0.01152,-0.05972,-0.018655,-0.009743,0.044781,0.004631,-0.076662,0.016602,0
0.048709,-0.029457,-0.037072,-0.018105,-0.027341,-0.00374,-0.007845,0.025262,0
0.049587,0.025784,0.050785,-0.066721,0.020601,-0.014603,-0.032758,-0.032352,1
0.006914,-0.003094,0.042004,-0.001749,0.007976,0.004335,0.010025,0.026527,1
0.003269,0.008474,0.068286,-0.006936,0.034787,-0.011944,-0.010518,-0.001533,1
-0.011393,0.008287,0.021851,0.0127,-0.01344,-0.00736,0.034564,0.041596,1
-0.04115,-0.035583,-0.037936,0.055357,0.078177,0.041955,-0.019823,-0.010492,0
-0.025027,-0.010788,0.099072,0.044834,0.017917,-0.011783,0.027529,-0.027614,1
0.059797,-0.064187,-0.058085,0.0305,0.051435,-0.018701,0.023805,0.012261,0
-0.055215,-0.019847,-0.029623,0.015077,0.011085,-0.019209,-0.028132,0.038083,0
0.000252,0.012025,0.005117,-0.01082,0.002488,-0.033898,0.000806,0.013455,1
-0.003742,-0.022806,-0.01028,0.055554,0.00289,0.004152,-0.013862,-0.004096,0
-0.032573,0.018242,0.014257,0.052105,-0.05219,-0.057351,0.056312,-0.002259,1
0.028536,-0.013894,-0.048811,0.149278,-0.02134,-0.051733,-0.009389,0.052751,0
0.021628,-0.048789,-0.065592,0.056474,-0.138347,0.010463,0.002073,-0.123887,0
0.015137,0.004631,-0.000932,-0.010739,-0.019172,-0.028313,0.012092,0.017497,1
0.05618,0.013036,0.009631,-0.051663,-0.012488,-0.034861,-0.031028,-0.029006,1
-0.00804,0.009107,-0.027787,-0.016779,-0.030751,-0.047597,-0.002708,0.020602,1
-0.073788,0.064171,-0.063132,-0.046363,0.036096,0.142124,0.017972,-0.134364,0
0.01609,-0.021824,-0.0025,-0.012731,-0.105568,0.072855,0.070718,-0.126878,0
0.007469,0.035674,-0.007231,-0.039473,0.002034,-0.055183,-0.021734,-0.001533,1
-0.011182,0.025045,-0.05327,-0.001212,0.01748,-0.011298,-0.013268,-0.053894,0
0.014691,-0.018057,-0.004309,-0.01288,-0.041539,0.000397,-0.003914,-0.041489,0
-0.013605,-0.033744,-0.051833,0.011393,0.049089,0.065015,0.015226,0.058813,0
0.022759,-0.011704,0.005672,-0.033686,-0.01344,0.000385,-0.026215,-0.000644,1
-0.043465,-0.018553,-0.005365,0.047095,-0.039839,-0.019037,0.009562,-0.006726,1
0.037608,-0.02681,0.0041,0.006813,-0.032005,0.035654,0.03527,0.050971,1
0.004723,-0.028887,-0.001615,0.017402,-0.039619,0.049126,0.04663,0.063472,0
-0.019413,0.013798,-0.012967,-0.000441,0.021649,-0.05181,-0.028896,-0.01233,1
0.014004,0.007274,-0.007513,-0.01707,-0.019899,-0.027898,0.003943,0.0009,1
-0.028016,-0.058538,-0.021519,0.044744,-0.010038,0.004591,-0.008096,0.00804,0
0.029957,0.043612,-0.044641,-0.013865,-0.000412,0.039408,0.037531,-0.024435,0
-0.001587,-0.013054,0.044691,0.022094,-0.025335,-0.003272,0.037297,-0.002288,1
0.02113,-0.000063,0.071229,-0.020017,0.020412,0.001738,-0.003417,-0.029188,1
-0.033013,0.021656,0.015253,0.009675,0.013057,-0.043507,0.002593,0.030053,1
0.026421,0.011233,-0.036174,-0.049519,-0.034846,-0.037181,-0.014258,-0.035286,0
0.061569,-0.028842,-0.016295,-0.019595,0.009545,0.000887,-0.033965,0.021789,0
-0.037503,0.062833,0.108238,-0.045223,0.09479,-0.01202,-0.039837,-0.050336,1
0.062461,0.044882,-0.007479,-0.079412,-0.010796,-0.035827,-0.020939,0.000681,1
0.009113,0.006269,0.042639,-0.033607,0.023724,-0.002976,-0.029227,0.006452,1
0.003502,-0.018598,0.061429,0.011764,0.006337,0.007333,0.00497,0.000618,1
0.001178,-0.0173,-0.028332,0.025017,-0.001961,-0.067329,-0.009229,0.01658,0
0.036827,0.024708,0.001117,-0.050715,-0.015257,-0.051609,-0.028052,-0.033088,1
0.028633,0.029734,-0.007189,-0.047049,-0.00766,-0.029092,-0.001449,0.035425,1
-0.05155,-0.003439,-0.082667,0.07985,0.010408,0.01837,-0.095027,-0.125241,0
0.016454,-0.004971,0.018194,-0.031369,0.020221,0.007535,-0.03268,0.032789,1
-0.020356,-0.005989,0.069864,0.004919,0.025229,-0.004113,-0.016036,-0.029923,1
0.005024,-0.036793,0.031943,0.004887,-0.041758,0.009524,0.02741,-0.024251,1
-0.005579,-0.05304,-0.005457,0.030111,-0.08366,-0.007773,0.041042,-0.027087,1
0.011052,-0.03746,0.069017,0.0261,-0.010556,0.013642,0.034672,0.003604,1
-0.046586,0.012839,0.071212,-0.007983,0.066923,0.011674,-0.035761,0.026387,1
0.010522,-0.032112,0.02864,0.012094,0.011352,0.02124,-0.00273,0.049194,1
-0.03841,-0.021701,0.105701,0.029253,0.021676,0.005925,0.02786,-0.052443,1
-0.004921,-0.008296,-0.067905,-0.010388,0.007828,-0.069228,-0.04711,-0.014371,0
0.059513,-0.05486,-0.037871,0.036597,-0.006935,-0.025691,0.032544,0.015187,0
0.01312,0.042047,-0.030189,-0.024156,-0.01751,0.012548,0.034479,-0.010989,0
-0.051283,0.037283,0.004883,-0.003494,0.025382,-0.057743,-0.013481,0.025355,1
0.01696,0.041736,-0.04325,0.02283,-0.013103,-0.031593,0.021763,-0.043867,0
0.059017,0.149039,-0.046142,0.114883,-0.153576,0.056569,-0.037638,-0.017835,0
-0.036854,0.039425,-0.027393,0.008464,-0.038255,-0.069015,0.028587,0.002018,1
0.003837,0.024923,-0.004695,-0.018823,-0.022799,-0.031101,0.029127,0.020078,1
-0.019414,0.01253,-0.014473,-0.017346,-0.001604,-0.011638,-0.001747,0.031814,1
-0.004372,-0.030659,-0.039015,-0.056345,0.036759,0.031437,-0.089001,0.041095,0
-0.03514,0.039545,-0.026964,-0.002313,0.004633,0.033445,0.00186,-0.059514,0
-0.007003,-0.020653,-0.011731,0.058989,-0.076229,-0.023466,0.05356,0.032912,1
0.04738,0.025354,-0.058705,-0.025919,-0.017901,0.046705,0.056051,0.033076,0
-0.062261,0.005619,0.005612,0.004801,0.002857,-0.029795,-0.019551,0.002326,1
0.009715,-0.029341,-0.03401,0.026922,0.007896,-0.021754,0.012033,0.021189,0
0.02109,-0.008496,-0.05488,-0.023983,-0.005607,-0.013899,-0.014494,-0.000369,0
-0.041985,0.031678,-0.035472,-0.00198,-0.0227,-0.029205,0.021409,0.015839,1
0.03386,0.023504,-0.044145,-0.018282,0.020459,0.00657,0.033158,-0.020644,0
0.060329,0.014312,-0.009689,-0.056754,-0.007407,-0.014655,-0.014335,0.020603,0
0.01561,0.017371,0.028416,-0.022231,-0.017757,-0.051196,-0.018196,-0.084476,1
-0.005424,0.030086,0.01348,-0.021227,0.00453,-0.03579,-0.007933,0.02325,1
-0.023278,-0.051334,0.020083,0.097949,-0.055627,-0.018964,-0.053453,-0.101174,0
-0.00998,0.009007,0.039193,0.04022,-0.018597,-0.045244,0.032797,0.01664,1
-0.047617,0.028953,0.061222,0.017876,0.04644,-0.02453,0.005737,0.033108,1
0.018684,-0.004601,-0.030239,0.037293,-0.01033,-0.039193,-0.003109,-0.020848,0
0.03132,0.02368,0.011953,-0.035643,-0.012876,-0.053688,-0.013024,-0.030676,1
-0.035605,0.001623,-0.010685,-0.006313,0.001403,-0.021824,-0.018414,0.024302,1
-0.024016,0.020243,0.035375,-0.010451,0.022216,-0.027527,-0.020099,-0.00454,1
-0.038576,-0.023466,0.034669,0.046063,-0.019426,-0.021708,0.023461,-0.002143,1
0.02575,0.009648,-0.013816,-0.022731,-0.021951,-0.071594,-0.022742,-0.023714,0
0.016526,0.001404,-0.007413,-0.000986,-0.062956,-0.02166,0.029966,-0.038642,1
-0.064445,0.000318,-0.022566,0.002753,-0.012796,-0.008675,-0.012617,0.016582,1
-0.004398,0.000116,0.000414,0.006203,-0.006464,-0.005422,0.029465,0.046413,1
0.013267,-0.030761,0.034091,0.030176,-0.028125,0.016921,0.027848,0.01812,1
0.043712,0.026406,0.075651,-0.059783,0.041414,-0.003282,-0.022477,-0.022516,1
0.008285,0.000808,0.083789,0.037532,-0.015017,-0.041376,-0.002179,-0.08557,1
-0.030501,0.022614,0.036613,0.014522,0.012467,-0.033028,0.016785,0.024817,1
-0.031362,0.007069,-0.007823,0.005517,-0.00238,-0.025281,-0.007117,0.028394,1
0.01376,0.015279,0.00593,-0.022641,-0.002534,-0.024405,0.000078,0.024498,1
0.051459,-0.013476,-0.01793,0.0737,-0.071275,-0.009879,0.051693,-0.010128,0
0.003904,0.040068,-0.020572,-0.038934,-0.048472,0.003782,0.015889,-0.057926,1
-0.022993,0.039295,0.00576,-0.009705,0.00522,-0.051367,0.006777,0.022727,1
-0.031353,0.032304,0.031453,-0.002826,0.029116,-0.040947,-0.013824,0.006165,1
0.006468,-0.033448,0.038434,0.012818,-0.019658,-0.00397,-0.021246,-0.044598,1
-0.039245,0.038764,-0.015481,0.087219,-0.040159,0.024504,-0.001204,-0.015908,0
0.043825,-0.020577,-0.062008,0.059429,0.087587,-0.066496,0.09059,-0.052302,0
0.034896,-0.02303,0.02123,-0.010109,-0.023822,0.006837,0.012827,0.014632,1
-0.0435,0.094597,-0.025168,-0.036682,0.105843,0.119049,0.08399,-0.047122,0
0.002465,0.016444,-0.010591,-0.02764,-0.022604,0.013823,0.036606,0.035721,1
-0.051641,0.036966,0.035417,0.022522,0.022399,-0.053236,0.021013,0.030644,1
0.012334,0.011238,-0.030855,0.013656,-0.01252,-0.018275,0.008049,-0.023803,0
0.036764,-0.055595,-0.027444,0.07478,0.016559,0.014366,-0.051858,-0.037797,0
-0.007955,0.021782,-0.016554,-0.013358,-0.033655,-0.01688,0.02984,0.009574,1
-0.045316,0.017121,0.013705,0.019441,0.000374,-0.038632,0.014073,0.023425,1
-0.006891,-0.020481,-0.029187,-0.014105,0.054764,-0.026198,-0.080438,-0.005163,0
-0.040045,-0.000912,-0.051558,0.044439,-0.004169,-0.075594,0.010375,0.008701,0
-0.0111,0.009895,0.057246,0.025624,-0.006433,-0.022963,0.043856,0.008432,1
-0.013109,0.011153,0.06099,0.007848,0.005765,-0.025342,0.017144,-0.031617,1
-0.033956,0.024701,0.090217,0.003851,0.058828,-0.000519,0.002757,0.012835,1
0.013473,-0.008199,0.067371,-0.004317,-0.000673,-0.024507,-0.002032,-0.07212,1
-0.00935,0.008582,-0.05157,-0.032466,-0.051885,0.003841,-0.001753,-0.001261,0
0.028823,0.004607,0.014414,-0.033131,-0.001979,0.023566,0.015714,0.047849,1
-0.032948,0.025943,0.020893,0.017459,-0.010736,-0.03148,0.030492,0.015372,1
-0.03662,0.203845,-0.03273,-0.116914,0.157679,0.142561,0.131848,-0.166847,0
0.062942,-0.06317,-0.072376,0.044122,0.010225,0.022071,0.111542,0.005401,0
0.041798,0.005669,-0.061407,-0.03959,0.035481,-0.050045,-0.014282,-0.006272,0
-0.017651,0.002626,0.039315,0.028099,-0.004237,-0.023874,0.02244,0.019349,1
0.012683,-0.032725,-0.026012,-0.001787,0.00331,0.021401,0.039107,0.071706,0
-0.021893,0.019477,0.052488,-0.006929,0.036138,-0.02681,-0.034041,-0.02975,1
-0.032003,0.037223,-0.054776,-0.045638,0.028625,0.018544,0.044104,0.011515,0
-0.022659,-0.005735,0.026661,0.007357,0.014776,-0.002064,-0.004689,0.034328,1
0.041553,0.040465,0.010967,-0.045193,-0.017395,-0.048772,0.012001,-0.006366,1
-0.023966,0.000736,0.019586,0.013635,-0.002452,-0.014005,0.013475,0.031267,1
0.090867,0.012804,-0.054784,-0.065094,-0.068928,-0.051399,-0.025932,-0.013043,0
0.011107,-0.049259,0.070102,0.055245,-0.050324,0.028377,0.02932,-0.051306,1
0.007115,-0.017357,0.125436,0.008167,-0.006931,-0.000742,0.069595,-0.130174,1
0.079608,-0.038741,-0.012678,-0.044326,0.005206,-0.003119,-0.053256,-0.000076,0
-0.052903,-0.080177,-0.018038,0.010965,-0.048327,0.054924,-0.025939,-0.005026,0
-0.017136,0.017289,0.00409,-0.012936,-0.005333,-0.017008,0.006597,0.023371,1
0.0279,-0.022589,-0.014263,-0.031696,-0.041643,-0.021742,-0.061998,-0.093526,0
-0.002278,0.014351,-0.0015,0.034744,-0.042571,0.064259,0.037001,0.018866,0
-0.072609,-0.013319,-0.074574,-0.040953,0.050517,0.059534,-0.049433,-0.037584,0
0.023666,-0.022726,-0.05138,-0.02509,0.028735,-0.038098,0.002127,0.032891,0
0.025498,0.000774,0.002939,-0.022904,0.001708,-0.026272,-0.024136,-0.000167,1
-0.069581,-0.00016,-0.052475,-0.017389,0.003176,0.038899,-0.027358,0.003299,0
-0.05115,0.077098,-0.035228,-0.064934,-0.018768,0.174702,0.060019,-0.052436,0
0.079229,-0.024467,-0.072174,-0.062785,0.02451,-0.0767,-0.103318,-0.067251,0
-0.000278,-0.019951,0.004989,0.010955,0.003239,-0.017388,-0.015269,0.017784,1
-0.053838,-0.019553,-0.025155,0.023203,0.017006,0.002915,0.013929,0.046768,0
0.009551,0.018543,0.057351,-0.020244,0.016948,-0.016516,0.004007,-0.003464,1
-0.019137,0.001033,-0.020184,0.028224,-0.005284,0.034125,-0.010469,0.022575,0
0.002785,-0.035525,-0.014861,-0.01436,-0.018397,0.02139,-0.018728,0.05507,1
-0.07984,0.015231,-0.024379,0.01396,0.016696,-0.012048,0.020763,0.038671,1
-0.021356,0.032407,-0.021611,0.022686,-0.036526,0.072524,-0.005323,-0.066088,0
0.00548,-0.00197,0.015953,-0.009549,0.011781,-0.005718,-0.007057,0.042289,1
0.107008,0.503771,0.055997,0.2409,-0.215,0.219027,-0.353548,0.072789,0
0.011403,-0.017794,0.00933,0.022687,-0.075296,0.092517,0.05271,0.021656,0
0.001687,-0.035753,-0.029136,-0.046639,-0.023927,0.011569,-0.068154,-0.04563,0
0.019451,0.01638,-0.043152,-0.031159,-0.033792,-0.063207,-0.010997,-0.00215,0
0.029465,0.010609,0.006477,-0.027603,-0.021641,-0.04076,-0.008116,-0.015135,1
-0.007811,0.006728,0.055741,-0.021614,0.01623,-0.015761,-0.027819,-0.056068,1
0.01197,-0.003018,-0.042564,0.060179,0.053306,0.016932,-0.01187,-0.028816,0
0.16247,-0.073333,-0.049541,0.025352,0.142255,0.005697,0.076727,-0.008726,0
-0.057266,0.007987,-0.012706,0.020664,0.002686,-0.027217,0.010052,0.049501,1
-0.05735,-0.006705,-0.010991,0.026639,-0.01189,-0.024634,0.003438,0.031541,1
-0.001919,0.004853,0.049645,-0.008193,0.019429,-0.009762,-0.006602,0.010165,1
-0.00076,-0.000792,-0.061264,-0.033916,0.006288,-0.013947,-0.031201,0.021912,0
-0.022742,0.00979,-0.00605,-0.011753,0.009169,-0.013766,-0.022432,0.019282,1
-0.054514,-0.0028,-0.003058,0.046475,-0.004697,-0.030458,-0.00871,-0.010436,1
-0.019851,0.012246,0.040383,0.000136,0.024817,-0.018323,-0.002491,0.030673,1
-0.091652,-0.009273,-0.026733,0.005163,-0.008114,0.013285,-0.023566,0.022601,1
0.041562,-0.019707,0.00901,-0.024312,-0.003015,0.023578,0.00141,0.052753,1
-0.005548,-0.047717,-0.021413,-0.008821,-0.001047,0.009747,-0.058101,0.033619,0
-0.034954,-0.013449,-0.05614,-0.000437,-0.011654,0.010466,0.019609,0.032188,0
0.029661,-0.032916,0.037096,-0.038695,0.021932,0.07494,-0.024155,0.073637,1
0.087655,-0.065024,0.055445,-0.046544,0.013371,0.108482,-0.013591,0.06456,1
0.019391,0.02165,-0.041895,-0.052754,0.045143,0.097629,0.037605,-0.015777,0
-0.022664,0.014704,0.067659,0.00362,0.046998,0.000701,-0.001116,0.034367,1
0.039198,0.014508,-0.013453,-0.042049,-0.029223,-0.008149,0.008617,0.014199,1
0.074264,-0.005316,-0.028488,0.065712,0.145734,0.055684,0.102888,-0.058536,0
-0.080675,0.032677,-0.022525,-0.005326,0.042187,0.108056,-0.00647,-0.0323,0
0.102578,-0.007099,-0.020771,-0.069058,-0.052006,0.008697,-0.005104,-0.004479,1
0.067514,-0.141128,-0.015154,0.013148,0.031108,0.167212,0.017804,0.1148,0
-0.011404,0.010679,0.007618,0.022767,-0.018456,-0.020431,0.036989,0.037143,1
-0.01188,0.032826,0.008704,-0.015533,0.004556,-0.027345,0.021104,0.043562,1
-0.004893,0.006516,0.005896,-0.04647,-0.007345,-0.029496,-0.053697,-0.041322,1
0.008872,-0.046085,0.028116,0.035543,-0.02103,0.057513,0.013666,0.056155,1
0.004789,0.013122,-0.037177,-0.021097,-0.053989,0.054018,0.051149,-0.039591,0
0.043982,0.017055,0.050123,-0.04691,-0.008639,-0.027364,-0.011374,-0.072236,1
0.044128,0.058645,-0.015079,-0.063614,-0.028977,-0.050161,0.014467,0.002694,1
-0.112549,-0.025086,-0.012674,0.014817,0.014024,0.001532,-0.062165,0.014222,1
0.059639,-0.009291,0.029084,-0.054177,0.017945,0.021238,-0.038741,0.027308,1
0.001017,0.024841,0.018067,-0.00795,-0.002541,-0.046201,0.00431,0.007425,1
0.055601,0.015468,-0.025058,0.09164,0.001942,0.049447,0.060456,0.031027,0
-0.013356,-0.01587,0.041753,0.016467,0.008974,0.007236,-0.007812,0.015576,1
0.051842,0.002599,-0.052113,0.059685,0.030041,-0.022799,0.096116,0.018426,0
-0.020009,0.034196,-0.055066,-0.030284,-0.006566,-0.014631,0.027701,-0.000119,0
-0.00621,-0.022913,-0.041772,0.042742,0.085931,-0.000152,0.088301,-0.009416,0
-0.020038,-0.017877,-0.017941,0.026424,-0.008324,-0.021667,-0.007888,0.030167,0
-0.008182,-0.090332,-0.048084,0.045377,0.024478,0.081884,-0.037985,-0.053705,0
0.000489,-0.023997,-0.039901,0.051561,-0.067829,-0.040397,-0.009546,0.008571,0
0.058982,-0.097269,-0.025499,0.114522,-0.113974,-0.050241,-0.086853,-0.134797,0
0.095714,-0.04496,-0.073533,-0.102626,-0.020684,0.050836,-0.058673,0.038825,0
0.019556,0.036553,-0.066993,-0.088895,0.056342,0.077603,0.024412,-0.005266,0
0.014515,0.020001,-0.031986,-0.037873,-0.001378,0.038736,0.014388,0.013165,0
-0.003366,-0.027613,-0.009715,0.049819,-0.036897,0.033516,-0.013202,-0.044953,0
0.021422,0.050496,-0.056054,-0.079428,-0.001793,-0.025993,-0.015365,0.005149,0
-0.01035,-0.024563,-0.041216,-0.003981,0.048622,0.025672,0.014832,0.018448,0
0.270429,-0.072624,-0.051036,0.113031,0.248714,-0.095222,0.094212,-0.062452,0
-0.008572,-0.032228,0.061875,0.019743,-0.003007,0.004583,-0.000387,-0.029952,1
0.023357,-0.009923,0.003618,-0.028885,-0.034594,0.003375,-0.004766,-0.021159,1
0.009805,0.031481,-0.000918,-0.025172,-0.018002,-0.039802,0.011624,0.005825,1
0.01387,-0.026353,0.050537,0.005891,-0.004453,0.006173,0.004205,0.00419,1
-0.022831,0.02572,0.003072,-0.011978,-0.01024,0.008662,0.046316,0.052807,1
-0.032019,0.018581,0.026001,0.017345,0.012875,-0.035089,0.015074,0.044002,1
-0.018897,0.005339,-0.049395,0.071743,0.048483,0.032464,-0.024352,-0.102855,0
-0.010962,0.021292,0.062527,-0.010488,0.032138,-0.019538,-0.006134,-0.011395,1
0.019122,0.025629,-0.042217,-0.060151,0.003873,0.047087,0.003681,-0.002019,0
0.009807,-0.020308,0.073015,0.058699,-0.049368,-0.011061,0.041736,-0.047898,1
-0.014458,0.027505,0.034657,-0.002198,0.005022,-0.036082,0.013926,0.001283,1
-0.04089,0.057279,-0.015711,-0.036888,-0.016786,0.076597,0.066257,0.014306,0
0.003612,0.022921,-0.013115,-0.031754,0.002627,-0.023243,-0.009405,0.013458,1
-0.024132,0.02802,-0.016339,-0.018235,-0.022749,-0.030576,-0.000664,0.010122,1
0.012337,-0.027346,-0.05311,-0.016237,0.034776,0.060044,0.001951,-0.012558,0
-0.029947,0.009127,0.044549,0.023971,-0.003362,-0.032615,-0.007614,-0.045562,1
0.003738,0.0506,-0.081296,-0.041361,0.009558,-0.022153,0.035376,-0.019983,0
